,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
1654,1654,Eskobar,4.3,Raj,5.0,The entire team was very observant ensuring everything customer is taken care. They were not only welcoming but also ensuring the customers are attended quickly and regularly. What an awesome management team and people around. Good luck guys and hope that you Maintain the momentum.,1
1655,1655,Eskobar,4.3,Mayank Arora,5.0,-,1
1656,1656,Eskobar,4.3,Ruhi B,5.0,-,1
1658,1658,Eskobar,4.3,Amritanshu Mehra,2.0,The ambience is good but the place is a buzzkill as the music volume is reduced to almost NIL after 10 pm. The food/drinks are average. The waiters act a bit pricey and the only good thing was the ambience.,0
1659,1659,Eskobar,4.3,Yash,5.0,Good Food and Ambiance. Service are on point and amisha as a Pr is doing a good job. Parking is available. Overall it’s a great place and I’m definitely visiting again.,1
1660,1660,Eskobar,4.3,Manas Gupta,5.0,-,1
1661,1661,Eskobar,4.3,Mohiitu,4.0,Prices are extreme. Needs more lounge like cosy ambience.,1
1662,1662,Eskobar,4.3,Avisikta Upadhyay,4.0,Good ambience. Great place to hang out with friends/family!,1
1663,1663,Eskobar,4.3,Alin Amrulla,1.0,No one to attend. Available staff are rude. Half the items in the menu are not availiable. Extremely long waiting time. Very poor experience. Will not recommend to anyone. The food quantity is very less and the drinks are also poor,0
1664,1664,Eskobar,4.3,Edrin Ignacious,1.0,"We came here seeing the zomato review and offer of 40% for Pro customers. The ambience and music was really nice, but the staff were rude and anything economic that we ordered were mentioned unavailable by the staff. We felt trapped here as it was too late already. Totally wont recommend or visit again.",0
1666,1666,Eskobar,4.3,Suyash Kankariya,5.0,"Esko is a place where we feel at home. A place with many offers, good vibes and great people. A must visit place when in Baner, Pune.",1
1667,1667,Eskobar,4.3,Bhushan,5.0,The ambience is very nice. Eskobar is full of positive vibes. 5 stars to the food. 5 stars to the cocktails.,1
1668,1668,Eskobar,4.3,Asha Rajgor,5.0,Loved the ambience my overall experience at Eskobar was amazingggg Sakshi the PR over here was a onderdruk host definitely visiting again,1
1669,1669,Eskobar,4.3,Vineet Singh,5.0,"The food here is quite good, the ambience is amazing. The PRs here are very friendly and I had a blast at this place",1
1670,1670,Eskobar,4.3,Mohit Supe,5.0,"Amazing experience at Eskobar Pune. Food, music, service was amazing! Must go weekend spot for family and friends!",1
1671,1671,Eskobar,4.3,Rahul Mahato,5.0,"It is always visiting Eskobar. The crowd is amazing as well as the food. Really impressed with Amisha Singh taking charge and making guests comfortable. She is a very fun person and the soul of Esko.

Looking forward to visiting again soon.",1
1672,1672,Eskobar,4.3,Ali Nabi,5.0,-,1
1673,1673,Eskobar,4.3,Siddharth Ghosal,5.0,-,1
1674,1674,Eskobar,4.3,Anjali Singh,5.0,Great staff had a great experience. The dj set us in a mood while the drinks set us in another level all together. It's one of my favourite place in town ❤️,1
1675,1675,Eskobar,4.3,Suryansh Nayak,5.0,-,1
1676,1676,Eskobar,4.3,A Nayak,5.0,-,1
1677,1677,Eskobar,4.3,Karishma H,5.0,-,1
1678,1678,Eskobar,4.3,Isha Panicker,5.0,-,1
1679,1679,Eskobar,4.3,Aishwarya Pandit,5.0,-,1
1680,1680,Eskobar,4.3,Darshan Dubey,5.0,"The poace is amazing, good interiors. Sakshi the PR over here is good and friendly. The food was on an average.",1
1681,1681,Eskobar,4.3,Mehak Kaul,5.0,"A hassle free place to party and chill out with
friends. The entire ambience of this place is lively and enthusiastic, Amazing food and also the PR. ^_^",1
1682,1682,Eskobar,4.3,Vrushabh,5.0,Place is amazing.PRs are amazing.love the ambience and food definitely will visit again. love the vibes,1
1683,1683,Eskobar,4.3,Lata,5.0,"I recently visited Eskobar with some friends and the overall experience was amazing. Loved the vibes. Loved the food. Loved our drinks. We danced a lot. The new PR Sakshee really made us feel welcome and comfortable, we even got free complimentary shots!! definitely visiting this place again!!",1
1684,1684,Eskobar,4.3,Parikshit Parab,1.0,"Most untrusted restaurant, you won't get the same taste for the dish once ordered.ay be it is too good for you once, but it will be the same always. believe me, this restaurant only seems to make money",0
1686,1686,Eskobar,4.3,Dimple,5.0,Food was decent.But the drinks are worth the visit. Blueberry cheese cake and custard caramel are so appetizing. One must definitely try desserts here. The ambience and the vibe is their calling card.,1
1687,1687,Eskobar,4.3,Vidhya,5.0,Amazing place…good quality food and drinks…coordinating staff and ofc amazing PR(Sakshi Chandurkar❤️‍🔥),1
1689,1689,Eskobar,4.3,Anjali Ailani,5.0,"Awesome Sunday Brunch with my best bud very beautiful ambience and nice place to hangout with your freinds, i really love their brunch menu its awesome also they serve amazing coctails & mocktails must visit this place :)",1
1690,1690,Eskobar,4.3,Abhishek,1.0,"This place is a BIG NO!

STAY AWAY! The staff is extremely rude and disrespectful. They were trying to kick us out late night, we asked them to wait as we were booking cab as we had girl friends with us. They were reluctant and rude about it.

They cheat while giving your drinks, always measure your pegs. We caught them red handed giving us about 40 ml of measure when we ordered 60 ml. And when confronted they said we gave 10 ml more for 30 ml pegs and were billing us for 60 ml. People are not FOOL!


The food quality especially non veg is really bad and gave us a bad stomach.

STAY AWAY!",0
1691,1691,Eskobar,4.3,Kanak Dawkhar,5.0,-,1
1692,1692,Eskobar,4.3,Shrenik,5.0,-,1
1693,1693,Eskobar,4.3,Mahesh D. Mulik,5.0,-,1
1694,1694,Eskobar,4.3,Vinitdave390,5.0,-,1
1695,1695,Eskobar,4.3,Shreyal,5.0,-,1
1696,1696,Eskobar,4.3,Gaurav Agarwal,1.0,The food and drinks are just like any other bar/pub - nothing really fancy or extraordinary. However the music is by far the most awful eat bleed - the DJ must really hate their job. At one point they played Justin Beiber's baby unironically. The only time this place is worth visiting is when they have live rock performances.,0
1697,1697,Eskobar,4.3,Charu Vishu Maheshwari,4.0,-,1
1698,1698,Eskobar,4.3,Arpan Malik,4.0,"Great place.
Tried the vada pav, pizza and panna cotta. Definitely recommend those dishes.

Ambience and service are on point. They accept Zomato pro. Parking available at the venue.

Bar is amazing, some pretty cool options in drinks. Free cocktail for ladies on Wednesdays.",1
1699,1699,Eskobar,4.3,Puspita,4.0,-,1
1700,1700,Eskobar,4.3,Kiran,5.0,-,1
1701,1701,Eskobar,4.3,Vibha,5.0,"In love with this place. Variations and options veg sliders and snacks, the live band was amazinggg. Ambience 10/10, food 10/10, hygiene and quality is super.
-Prior booking must ✅
-Try signature food
- loved Mushroom chilli garlic- absolutely well cooked and oil did not taste bad and it was crunchy and yummy
- Try Mocha Mocktail (for cold coffee and chocolate lovers)",1
1702,1702,Eskobar,4.3,Snehal Mohite,2.0,We visited this restaurant on valentine's day.. very bad management..even though after booking table they didn't provide table and ask to sit in waiting area for entire night..,0
1703,1703,Eskobar,4.3,Harsh Siriah,1.0,"The place has a good ambiance and good food. But the service is painfully slow. There is no one attending your table and if you are lucky enough to place an order, you might not be able to eat it immediately. We had to beg for plates and cutlery for about 15 minutes before a waiter even heard our request and another 15 minutes to get the stuff. After complaining to the manager, he promised that our table would be attended in 5 minutes but there was no response for another 20 minutes. When it came to paying the bill, we were charged for one of the dishes that we had ordered but which never arrived. After complaining about this, the manager was very rude and was accusing us of picking the...read more",0
1704,1704,Eskobar,4.3,Shreyas Abhyankar,4.0,-,1
1705,1705,Eskobar,4.3,Abhijeet Singh,5.0,I would say - Superb place ! Interior was so good with very spacious seating.Great music and lively environment. The staff was so prompt and friendly and you get your orders quickly.So over all a must try place for spending a chill weekend evening.,1
1706,1706,Eskobar,4.3,Patwardhan.soham,5.0,-,1
1708,1708,Eskobar,4.3,Sadiya Khan,4.0,"Had a really good time this sunday.. enjoyed the brunch.. very beautiful ambience and nice place
The brunch menu is really good
Had enjoyed some mocktails as well
I like the hygiene and service as well.
Doing good esko!",1
1709,1709,Eskobar,4.3,Gaurav Oswal,5.0,This place is so cool and the ambience is also great also they have good offers on weekdays lip-smacking food and tipsy cocktails add value to this place must visit the place,1
1710,1710,Eskobar,4.3,Amisha Singh,5.0,"Amazing service , extremely tasty food beautiful ambiance. Good music very good cocktail and moktails and amazing staff ❤️",1
1711,1711,Eskobar,4.3,Nikita Narawade,5.0,-,1
1712,1712,Eskobar,4.3,Ruturaj Methe,4.0,"It was good time n refreshment 🙂wid Escobar, food n specially dessert🍧🍮🍰🍰 should visit once n good music🎶🎶🎶🎶🎶",1
1713,1713,Eskobar,4.3,Sanket Amate,5.0,-,1
1714,1714,Eskobar,4.3,Pratiksha Chavan,5.0,"Visited Eskobar few week ago.Its a best place to chillout and hangout and with friends on weekend.I Enjoyed alot the good food,Ambience,Music,Staff service everything was amazing.Its a huge property indore sitting section and with private indoor sitting section and upper sitting section.They also have pool game to play and a huge Bar counter.
We order following delecacy :
1.Starter:
1.Vadapav Bao - Its Similar to vadapav which was delicious asusual with Bao pav.Potato filling was the same as we get in vadapav.
2.B.B.Q chicken - This Smoked Bb.q chicken leg piece marinated in green spices was super tempting.
3.Basil &Thyme Paneer Tikka - Soft cottage cheese Barbequed and marinated with...read more",1
1716,1716,Eskobar,4.3,Sudhir,5.0,"We went for lunch. We had thecha tangdi, chakori kabab, jumbo prawns, chicken biryani.
All dishes were tasty, especially thecha tangadi.",1
1717,1717,Eskobar,4.3,Komal Adhav,5.0,"Electrifying Ambience
Groove to the beats of a live DJ while enjoying your Exotic cocktails by the in house Creative mixologists
Do try their signature cocktails like
Liquid Marijuana ( kiwi crush based)
Eskobar legacy ( Coffee & cinnamon )
Bong water ( blue curaçao)
Negroni ( London fry gin , orange zest)
Tiki cocktails are worth trying too
The Central four sided bar is something you must check out!
The Starters and Bar bites are delicious
Man course is good, presented very well too
Must try their Biryani, butter chicken & Thai green curry
Blueberry Cheesecake & molten chocolate lava cake both were delicious
Desserts are amazing

Ambience 5/5
Food 4.5/5
Bar...read more",1
1718,1718,Eskobar,4.3,Sorab Talati,5.0,"Great ambience with vast space and ample seating with a couple of different themed areas. It has a four sided bar with many great cocktails. The food was tasty and well presented too. They also have a pool table and a live dj playing an amazing blend of music. All in all a great place for a night out with friends.

Food 4/5
Ambience 5/5
Bar menu 5/5
VFM 4/5",1
1719,1719,Eskobar,4.3,Rajan Dhakate,4.0,nice,1
1720,1720,Eskobar,4.3,Hitika Kataria,5.0,-,1
1721,1721,Eskobar,4.3,Ayesha Mulla,5.0,"This place has amazing food and amazing ambiance. They also have offers on liquor. I liked the ambiance and the choice of music.
Do try dynamite prawns, it was delicious and tandoori chicken 🍗. Yummy 🤤
Its spacious place. For parking they have made arrangement next to the restaurant. Just one suggestion to provide street lights in the parking area. Overall, great experience of tasty food 🙌",1
1722,1722,Eskobar,4.3,Vaishnavi Deshmukh,5.0,-,1
1723,1723,Eskobar,4.3,Karmin Shukla,4.0,-,1
1724,1724,Eskobar,4.3,Mrunali Kad,1.0,The place is not worth of 1 star also I went here for the brunch the service is very very slow I have to tell them literally 5-6 time then they were bringing the food and only 3 tables were occupied not to crowed still the service was pathetic even the food was not good compare to the price and they were literally serving us like we are eating the food for free and the funny part is when we told just bring the bill he come immediately but for the food it took 20 mins everytime. The worst place I have visited till now I would never recommend this place to anyone.,0
1726,1726,Eskobar,4.3,Neha Kate,4.0,-,1
1727,1727,Eskobar,4.3,Chaitali Kulkarni,5.0,-,1
1728,1728,Eskobar,4.3,Lester Cardoz,5.0,-,1
1729,1729,Eskobar,4.3,Snehal Kasabe,5.0,-,1
1730,1730,Eskobar,4.3,Sumbul,5.0,-,1
1731,1731,Eskobar,4.3,Shivam Mannadiar,5.0,-,1
1732,1732,Eskobar,4.3,Ashwini,1.0,Staff is not good. We got main order first and starters later. Seating arrangement is pathetic. DJ was horribly loud. Food was ok.,0
1733,1733,Eskobar,4.3,Khushboo,1.0,I booked a table here and it got confirmed. But after arriving they say they are not open. That's very unprofessional of them..,0
